team_id,in_degree,out_degree,avg_total_degree,med_in_degree,med_out_degree,clustering_coef,avg_clustering_coef,betweenness,avg_betweenness,pagerank,avg_pagerank,max_clique,max_cliques
692,[ 0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  2.  1.  2.  4.  0.  3. 19.  6.],[0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 2. 2. 5. 7. 2. 4. 3. 9.],4.333333333,0.5,1.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.16666666666666666, 10: 0.0, 11: 0.08333333333333333, 12: 0.0256673651920992, 13: 0.04428637954803098, 14: 0.0, 15: 0.13584595889323198, 16: 0.5837219703899845, 17: 0.04020820086780956}",0.059984993,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.04656862745098039, 5: 0.03308823529411765, 6: 0.03308823529411765, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.03308823529411765, 10: 0.10294117647058823, 11: 0.08088235294117647, 12: 0.08333333333333333, 13: 0.133578431372549, 14: 0.014705882352941176, 15: 0.051470588235294115, 16: 0.06985294117647059, 17: 0.0821078431372549}",0.04370915,"{0: 0.05194542355357329, 1: 0.05194542355357329, 2: 0.05194542355357329, 3: 0.05194542355357329, 4: 0.05315886514922499, 5: 0.05569978242889462, 6: 0.05549847662121745, 7: 0.05194542355357329, 8: 0.05194542355357329, 9: 0.0616561929811784, 10: 0.0606036033685695, 11: 0.05691322402454633, 12: 0.05735411109400329, 13: 0.06688894588687025, 14: 0.05264788101393319, 15: 0.055282242059347037, 16: 0.0538613226095849, 17: 0.058762811441190305}",0.054571782,2,"[[12, 13], [16, 17]]"
687,[ 0.  0.  0.  0.  1.  0.  0.  4.  2.  3.  6.  3.  2. 15.  6.  6. 33.  2.],[ 0.  0.  0.  0.  2.  0.  0.  4.  4.  3.  8.  5.  5. 19. 12. 11.  3.  7.],9.222222222,2,3.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0, 5: 0, 6: 0, 7: 0.07473752191600415, 8: 0.0, 9: 0.02624835520614319, 10: 0.022410009374061367, 11: 0.027717019711445454, 12: 0.011357003705200874, 13: 0.015140016332745001, 14: 0.018698701949067486, 15: 0.022120637360646605, 16: 0.6102557666890405, 17: 0.011651391789193045}",0.046685357,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.08823529411764706, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.11764705882352941, 8: 0.125, 9: 0.11764705882352941, 10: 0.2647058823529412, 11: 0.15808823529411764, 12: 0.09558823529411764, 13: 0.15441176470588236, 14: 0.16176470588235295, 15: 0.11397058823529412, 16: 0.04411764705882353, 17: 0.11397058823529412}",0.087622549,"{0: 0.05180911249899081, 1: 0.05180911249899081, 2: 0.05180911249899081, 3: 0.05180911249899081, 4: 0.0545176408469489, 5: 0.05180911249899081, 6: 0.05180911249899081, 7: 0.05535805608685285, 8: 0.06027551313387021, 9: 0.05479466832331586, 10: 0.0625321126951956, 11: 0.0599905149014648, 12: 0.05584874189560942, 13: 0.05999660884900015, 14: 0.05799826580510285, 15: 0.061874015502880214, 16: 0.052274138166207955, 17: 0.05368504879960621}",0.054656155,2,"[[8, 11], [10, 13], [10, 7], [11, 14]]"
756,[0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 1. 0. 0. 3. 1. 0. 9. 0.],[0. 0. 0. 0. 0. 1. 0. 1. 2. 2. 1. 1. 1. 1. 1. 3. 3. 1.],2,0,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0.5, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.0, 16: 0.5737082617179015, 17: 0}",0.087428237,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.014705882352941176, 6: 0.003676470588235294, 7: 0.007352941176470588, 8: 0.022058823529411766, 9: 0.022058823529411766, 10: 0.022058823529411766, 11: 0.014705882352941176, 12: 0.007352941176470588, 13: 0.01838235294117647, 14: 0.022058823529411766, 15: 0.007352941176470588, 16: 0.025735294117647058, 17: 0.007352941176470588}",0.011846405,"{0: 0.049465273517650135, 1: 0.049465273517650135, 2: 0.049465273517650135, 3: 0.049465273517650135, 4: 0.049465273517650135, 5: 0.061061636916234105, 6: 0.049465273517650135, 7: 0.05501802815568966, 8: 0.07659892363610579, 9: 0.06483302843778742, 10: 0.0592802737997479, 11: 0.06741380829047534, 12: 0.051316191730329974, 13: 0.05501802815568966, 14: 0.051316191730329974, 15: 0.05501802815568966, 16: 0.05501802815568966, 17: 0.051316191730329974}",0.05316711,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]"
679,[ 0.  0.  0.  2.  3.  0.  2. 10.  5.  1.  5.  8.  1. 11. 12.  1. 24.  5.],[ 0.  0.  0.  2.  5.  1.  2. 10.  5.  2.  6.  9.  2. 14. 15.  2.  7.  8.],10,2.5,3.5,"{0: 0, 1: 0, 2: 0, 3: 0.08999436070677665, 4: 0.06642575178195975, 5: 0, 6: 0.21428571428571427, 7: 0.04295807027786606, 8: 0.0486386697997159, 9: 0.1799887214135533, 10: 0.04964140942538416, 11: 0.05400113148403652, 12: 0.12979432805943855, 13: 0.0328181514607061, 14: 0.029404784619710453, 15: 0.0, 16: 0.08976033177349559, 17: 0.030107620635032122}",0.058767725,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.1801470588235294, 4: 0.13602941176470587, 5: 0.05514705882352941, 6: 0.09926470588235294, 7: 0.3866421568627451, 8: 0.23161764705882354, 9: 0.09558823529411764, 10: 0.21476715686274508, 11: 0.15257352941176472, 12: 0.09558823529411764, 13: 0.24050245098039214, 14: 0.1954656862745098, 15: 0.0625, 16: 0.05514705882352941, 17: 0.09558823529411764}",0.128199891,"{0: 0.05168257526258375, 1: 0.05168257526258375, 2: 0.05168257526258375, 3: 0.05684726844963986, 4: 0.05884238362899429, 5: 0.05264421198654085, 6: 0.056677009386910546, 7: 0.06626158877272788, 8: 0.05464637823951588, 9: 0.053239020280235805, 10: 0.05531583708799028, 11: 0.057437815637851095, 12: 0.05267062262566328, 13: 0.06176065427827763, 14: 0.05995624354792445, 15: 0.05207151161516947, 16: 0.05304385249663378, 17: 0.053537876178173543}",0.054092127,3,"[[7, 8, 11], [10, 13, 14]]"
680,[ 0.  1.  0.  0.  0.  0.  1.  0.  0.  4.  4.  2.  3. 11.  3.  5. 20.  3.],[ 0.  1.  0.  0.  0.  1.  2.  0.  0.  5.  5.  3.  6. 11.  6.  5.  8.  4.],6.333333333,1.5,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0, 7: 0, 8: 0, 9: 0.08583004374561971, 10: 0.07316469291403849, 11: 0.16583047212698807, 12: 0.055678467809997065, 13: 0.041056743181439564, 14: 0.05722002916374648, 15: 0.08951236947851854, 16: 0.08186181307104051, 17: 0.034997806941524254}",0.038064024,"{0: 0.003676470588235294, 1: 0.08088235294117647, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.04411764705882353, 6: 0.11029411764705882, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.07169117647058823, 10: 0.11948529411764706, 11: 0.07720588235294118, 12: 0.0625, 13: 0.1409313725490196, 14: 0.051470588235294115, 15: 0.05269607843137255, 16: 0.0661764705882353, 17: 0.049019607843137254}",0.052696078,"{0: 0.05138339576805381, 1: 0.057892087150097235, 2: 0.05138339576805381, 3: 0.05138339576805381, 4: 0.05138339576805381, 5: 0.05824673261921629, 6: 0.05490078202287765, 7: 0.05138339576805381, 8: 0.05138339576805381, 9: 0.060235607843303535, 10: 0.058441876193133006, 11: 0.05665047571184213, 12: 0.05742605349264922, 13: 0.06146297630812034, 14: 0.06381034102704418, 15: 0.05398985209326139, 16: 0.055933171674859686, 17: 0.052709669255272366}",0.055416977,2,"[[9, 12], [11, 13], [11, 14], [15, 16]]"
691,[ 0.  0.  0.  3.  1.  1.  1.  0.  1.  3.  2.  3.  3.  1.  7.  1. 17.  4.],[0. 0. 0. 3. 1. 2. 1. 1. 1. 4. 3. 4. 3. 4. 9. 1. 4. 7.],5.333333333,1,2.5,"{0: 0, 1: 0, 2: 0, 3: 0.25, 4: 0, 5: 0.25, 6: 0, 7: 0, 8: 0, 9: 0.11640418858267082, 10: 0.0, 11: 0.18129522125421418, 12: 0.20833333333333331, 13: 0.06410503422347943, 14: 0.06105241054476357, 15: 0, 16: 0.40659194900855244, 17: 0.05215076593862904}",0.088329606,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.18382352941176472, 4: 0.14338235294117646, 5: 0.04779411764705882, 6: 0.08823529411764706, 7: 0.051470588235294115, 8: 0.09558823529411764, 9: 0.15441176470588236, 10: 0.28308823529411764, 11: 0.2536764705882353, 12: 0.21691176470588236, 13: 0.1323529411764706, 14: 0.2977941176470588, 15: 0.05514705882352941, 16: 0.05514705882352941, 17: 0.15073529411764705}",0.123366013,"{0: 0.04931472123211752, 1: 0.04931472123211752, 2: 0.04931472123211752, 3: 0.06208751815627257, 4: 0.05069389410190768, 5: 0.06082844510731529, 6: 0.052028357465693724, 7: 0.05667016017437598, 8: 0.05208014612365219, 9: 0.05714282496635739, 10: 0.060755681161716174, 11: 0.05874147744474702, 12: 0.05764147342266158, 13: 0.059134195590117, 14: 0.06835594002658563, 15: 0.04973850348284219, 16: 0.05100985023501622, 17: 0.0551473688443867}",0.055908765,2,"[[14, 17]]"
701,[ 0.  0.  0.  0.  1.  0.  2.  1.  2.  3.  0.  1.  4.  1.  2.  1. 10.  0.],[0. 0. 0. 1. 1. 0. 2. 2. 2. 4. 0. 1. 6. 2. 1. 1. 3. 2.],3.111111111,1,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.16666666666666666, 7: 0.0, 8: 0.0, 9: 0.20166447360819093, 10: 0, 11: 0, 12: 0.11155204666199438, 13: 0.0, 14: 0, 15: 0, 16: 0.661422537840864, 17: 0.0}",0.063405874,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.04411764705882353, 4: 0.1323529411764706, 5: 0.003676470588235294, 6: 0.15808823529411764, 7: 0.16544117647058823, 8: 0.1801470588235294, 9: 0.15441176470588236, 10: 0.003676470588235294, 11: 0.0661764705882353, 12: 0.16544117647058823, 13: 0.05514705882352941, 14: 0.04044117647058824, 15: 0.03676470588235294, 16: 0.04779411764705882, 17: 0.007352941176470588}",0.070669935,"{0: 0.04631968005246876, 1: 0.04631968005246876, 2: 0.04631968005246876, 3: 0.05459792671250253, 4: 0.05587048628383075, 5: 0.04631968005246876, 6: 0.06622381530226934, 7: 0.06446007646508348, 8: 0.07640233041265274, 9: 0.07124185368124301, 10: 0.04631968005246876, 11: 0.05587048628383075, 12: 0.07617471677389309, 13: 0.05351800406702058, 14: 0.04757156341610517, 15: 0.04757156341610517, 16: 0.05007533014337799, 17: 0.048823446779741576}",0.051796667,2,"[[8, 11], [9, 12], [9, 6]]"
676,[ 1.  2.  0.  3.  6.  0.  7.  8.  4.  3. 13.  4.  3. 20. 13.  5. 51.  5.],[ 1.  2.  0.  3.  8.  0.  8. 10.  4.  3. 19.  5.  6. 27. 15.  8. 18. 11.],16.44444444,4.5,7,"{0: 0, 1: 0.04507029907210651, 2: 0, 3: 0.04278378283081194, 4: 0.016967463121479898, 5: 0, 6: 0.0179819278613587, 7: 0.01536031043338679, 8: 0.04408453431793261, 9: 0.06671376713333686, 10: 0.011269405234768519, 11: 0.05298129489645529, 12: 0.023321081020023695, 13: 0.007016273193591679, 14: 0.016240131406342614, 15: 0.01911765661946727, 16: 0.015198264997905697, 17: 0.008619508831286838}",0.02237365,"{0: 0.11397058823529412, 1: 0.11764705882352941, 2: 0.003676470588235294, 3: 0.14644607843137253, 4: 0.24754901960784317, 5: 0.003676470588235294, 6: 0.27941176470588236, 7: 0.25735294117647056, 8: 0.2757352941176471, 9: 0.14338235294117646, 10: 0.40379901960784315, 11: 0.11397058823529412, 12: 0.11397058823529412, 13: 0.3786764705882353, 14: 0.35294117647058826, 15: 0.16544117647058823, 16: 0.11764705882352941, 17: 0.11397058823529412}",0.186070261,"{0: 0.05353832871310477, 1: 0.05377265708590568, 2: 0.053019967880326195, 3: 0.05516531054524917, 4: 0.06091918644399329, 5: 0.053019967880326195, 6: 0.056509705918327505, 7: 0.05649414152778112, 8: 0.0548532783207123, 9: 0.05459554758004375, 10: 0.0596666834063447, 11: 0.054450152157943355, 12: 0.05582222803035422, 13: 0.05863863586978398, 14: 0.056758869277735984, 15: 0.05364968813731324, 16: 0.05499650271475133, 17: 0.05412914851000315}",0.054924891,3,"[[10, 14, 11], [10, 14, 13]]"
675,[ 0.  0.  0.  0.  0.  5.  0.  5.  1.  8. 17.  6. 12. 25.  7.  9. 46.  7.],[ 0.  1.  1.  1.  0.  5.  1.  6.  2. 11. 20.  8. 19. 32.  9. 14.  9.  9.],16.44444444,5.5,7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0365374928384568, 6: 0, 7: 0.011512278306971362, 8: 0.0, 9: 0.022397749333471502, 10: 0.014435391476800058, 11: 0.040617413026030516, 12: 0.00795776698775758, 13: 0.007970850401599902, 14: 0.02435148330432724, 15: 0.00882116574276819, 16: 0.05470780325113901, 17: 0.010766119501035445}",0.013337529,"{0: 0.003676470588235294, 1: 0.04779411764705882, 2: 0.04779411764705882, 3: 0.04411764705882353, 4: 0.003676470588235294, 5: 0.1323529411764706, 6: 0.04411764705882353, 7: 0.2426470588235294, 8: 0.08639705882352941, 9: 0.12867647058823528, 10: 0.26286764705882354, 11: 0.125, 12: 0.15808823529411764, 13: 0.20220588235294118, 14: 0.10294117647058823, 15: 0.05514705882352941, 16: 0.058823529411764705, 17: 0.06985294117647059}",0.100898693,"{0: 0.052962946565495, 1: 0.05373994875981235, 2: 0.05373994875981235, 3: 0.05329852395128417, 4: 0.052962946565495, 5: 0.056574631344612075, 6: 0.05371697867349162, 7: 0.05490243206967304, 8: 0.05447101078148825, 9: 0.056818284915837416, 10: 0.05966538058147027, 11: 0.05982556623115037, 12: 0.05864126670263285, 13: 0.06022076330273573, 14: 0.05633062798132871, 15: 0.0547602973542294, 16: 0.05368422272972566, 17: 0.05368422272972566}",0.054615654,3,"[[10, 11, 13], [14, 11, 13]]"
674,[ 0.  0.  0.  2.  1.  1.  1.  1.  2.  0.  6.  2.  3. 10.  6.  5. 24.  6.],[ 0.  1.  0.  3.  1.  2.  1.  4.  2.  0. 10.  2.  5. 14.  8.  6.  5.  6.],7.777777778,2,2.5,"{0: 0, 1: 0, 2: 0, 3: 0.0905533624970798, 4: 0, 5: 0.0, 6: 0, 7: 0.04982501461066943, 8: 0.0, 9: 0, 10: 0.03805449509672344, 11: 0.08333333333333333, 12: 0.06322224800680915, 13: 0.03796098617017753, 14: 0.07660864774165951, 15: 0.039214463229166295, 16: 0.23463999894552623, 17: 0.0783620358759187}",0.043987477,"{0: 0.003676470588235294, 1: 0.04411764705882353, 2: 0.003676470588235294, 3: 0.011029411764705883, 4: 0.04411764705882353, 5: 0.08088235294117647, 6: 0.014705882352941176, 7: 0.03308823529411765, 8: 0.1323529411764706, 9: 0.003676470588235294, 10: 0.09558823529411764, 11: 0.0661764705882353, 12: 0.09191176470588236, 13: 0.15073529411764705, 14: 0.11948529411764706, 15: 0.051470588235294115, 16: 0.05514705882352941, 17: 0.17279411764705882}",0.065257353,"{0: 0.04926665127889724, 1: 0.05790562265547303, 2: 0.04926665127889724, 3: 0.06569329149496267, 4: 0.05305532569601975, 5: 0.0606166349174234, 6: 0.049568159429837916, 7: 0.06383250279709043, 8: 0.05316789838255415, 9: 0.04926665127889724, 10: 0.06460311224092474, 11: 0.05084642485527287, 12: 0.055213924630605704, 13: 0.06475349600178769, 14: 0.0572786614916614, 15: 0.051075700184541314, 16: 0.05077419203360064, 17: 0.05381509935155256}",0.053491499,3,"[[13, 17, 14]]"
