team_id,in_degree,out_degree,total_degree,avg_total_degree,med_in_degree,med_out_degree,max_total_degree,max_in_degree,max_out_degree,max_total_degree_pos,max_in_degree_pos,max_out_degree_pos,clustering_coef,avg_clustering_coef,max_clustering_coef,max_clustering_coef_pos,betweenness,avg_betweenness,max_betweenness,max_betweenness_pos,pagerank,avg_pagerank,max_pagerank,max_pagerank_pos,max_clique,max_cliques
712,[2. 2. 1. 4. 5. 2. 2. 5. 5. 4. 0.],[1. 4. 0. 3. 5. 2. 2. 5. 4. 6. 0.],"[3.0, 6.0, 1.0, 7.0, 10.0, 4.0, 4.0, 10.0, 9.0, 10.0, 0.0]",3.555555556,2,3,10,5,6,4,4,9,"{0: 0, 1: 0.08333333333333333, 2: 0, 3: 0.1602499522563787, 4: 0.05737082617179014, 5: 0.20998684164914552, 6: 0.0, 7: 0.12403749283845682, 8: 0.1028380727833967, 9: 0.07446856244669202, 10: 0}",0.073844098,0.209986842,5,"{0: 0.07169117647058823, 1: 0.08639705882352941, 2: 0.03676470588235294, 3: 0.08823529411764706, 4: 0.14338235294117646, 5: 0.08088235294117647, 6: 0.10294117647058823, 7: 0.14338235294117646, 8: 0.09558823529411764, 9: 0.07720588235294118, 10: 0.003676470588235294}",0.051674837,0.143382353,4,"{0: 0.08093505186791838, 1: 0.09659507250252844, 2: 0.07074971382209425, 3: 0.08765839037541852, 4: 0.11809056675061691, 5: 0.08723082875029987, 6: 0.08536221485792966, 7: 0.1038298877087339, 8: 0.09817122163516988, 9: 0.100627337907196, 10: 0.07074971382209425}",0.08765839,0.118090567,4,2,"[[0, 6], [7, 1], [7, 4], [7, 9], [8, 9]]"
677,[ 6.  1.  4.  3.  5.  9.  3.  5. 14. 11.  0.],[ 7.  2.  6.  5.  5. 11.  7.  5.  6.  7.  0.],"[13.0, 3.0, 10.0, 8.0, 10.0, 20.0, 10.0, 10.0, 20.0, 18.0, 0.0]",6.777777778,5,6,20,14,11,5,8,5,"{0: 0.11449718929047469, 1: 0.24037492838456803, 2: 0.06785825724175495, 3: 0.17519607994263806, 4: 0.18577294107636852, 5: 0.05955090122364123, 6: 0.07106360608623565, 7: 0.1590327717598203, 8: 0.24461254109361688, 9: 0.18564223087353268, 10: 0}",0.136691041,0.244612541,8,"{0: 0.09975490196078429, 1: 0.06985294117647059, 2: 0.09497549019607844, 3: 0.06985294117647059, 4: 0.08051470588235293, 5: 0.13627450980392158, 6: 0.07352941176470588, 7: 0.07224264705882352, 8: 0.1281862745098039, 9: 0.10104166666666667, 10: 0.003676470588235294}",0.05166122,0.13627451,5,"{0: 0.09441516643897749, 1: 0.08288157197449691, 2: 0.08934728541115523, 3: 0.08670833846774596, 4: 0.089256094510465, 5: 0.11232964124044052, 6: 0.09125309053710795, 7: 0.08750012219422906, 8: 0.09076059522148278, 9: 0.09687769100958304, 10: 0.07867040299431605}",0.089347285,0.112329641,5,3,"[[5, 9, 8], [5, 9, 7]]"
714,[0. 0. 0. 2. 2. 1. 4. 1. 1. 2. 0.],[0. 0. 0. 2. 3. 3. 2. 1. 0. 2. 0.],"[0.0, 0.0, 0.0, 4.0, 5.0, 4.0, 6.0, 2.0, 1.0, 4.0, 0.0]",1.444444444,1,1,6,4,3,6,6,4,"{0: 0, 1: 0, 2: 0, 3: 0.0, 4: 0.10499342082457276, 5: 0.08333333333333333, 6: 0.0, 7: 0, 8: 0, 9: 0.25, 10: 0}",0.039847887,0.25,9,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.07720588235294118, 4: 0.0661764705882353, 5: 0.07720588235294118, 6: 0.09926470588235294, 7: 0.04411764705882353, 8: 0.025735294117647058, 9: 0.05514705882352941, 10: 0.003676470588235294}",0.025531046,0.099264706,6,"{0: 0.05897692011563962, 1: 0.05897692011563962, 2: 0.05897692011563962, 3: 0.11495438597404103, 4: 0.11952762735512938, 5: 0.13658564673960477, 6: 0.1454790571729062, 7: 0.08539919984704501, 8: 0.05897692011563962, 9: 0.1031694823330756, 10: 0.05897692011563962}",0.0853992,0.145479057,6,2,"[[3, 7], [6, 9]]"
684,[ 3.  4.  2.  7.  9.  3.  7.  9.  8. 10.  3.],[ 4.  5.  4.  9.  9.  1. 12. 10.  5.  2.  4.],"[7.0, 9.0, 6.0, 16.0, 18.0, 4.0, 19.0, 19.0, 13.0, 12.0, 7.0]",7.222222222,7,5,19,10,12,6,9,6,"{0: 0.10178738586263243, 1: 0.06039684199579493, 2: 0.10433201749824789, 3: 0.05063672910624945, 4: 0.03512270496220334, 5: 0, 6: 0.026732694269964483, 7: 0.03181877905825518, 8: 0.09166401209245344, 9: 0.7229818046466444, 10: 0.056905928998779276}",0.1165799,0.722981805,9,"{0: 0.07720588235294118, 1: 0.08547794117647059, 2: 0.07720588235294118, 3: 0.11580882352941177, 4: 0.16268382352941177, 5: 0.07720588235294118, 6: 0.13786764705882354, 7: 0.21415441176470587, 8: 0.10018382352941177, 9: 0.11029411764705882, 10: 0.07720588235294118}",0.068627451,0.214154412,7,"{0: 0.08647675494205007, 1: 0.09342265629317463, 2: 0.08515345768365733, 3: 0.09650835434543378, 4: 0.103752933808269, 5: 0.08008468134039315, 6: 0.09698288517178372, 7: 0.09953663972785931, 8: 0.08899045554489815, 9: 0.08262282972155881, 10: 0.08646835142092213}",0.088990456,0.103752934,4,3,"[[3, 9, 6]]"
678,[2. 2. 0. 3. 1. 5. 1. 8. 6. 5. 0.],[4. 3. 1. 3. 2. 4. 2. 3. 3. 7. 1.],"[6.0, 5.0, 1.0, 6.0, 3.0, 9.0, 3.0, 11.0, 9.0, 12.0, 1.0]",3.666666667,2,3,12,8,7,9,7,9,"{0: 0.020833333333333332, 1: 0.0, 2: 0, 3: 0.13228342099734994, 4: 0.0, 5: 0.10640089899495721, 6: 0.125, 7: 0.10499342082457276, 8: 0.08333333333333333, 9: 0.032856202974938964, 10: 0}",0.055063692,0.132283421,3,"{0: 0.0974264705882353, 1: 0.1488970588235294, 2: 0.03676470588235294, 3: 0.07169117647058823, 4: 0.1323529411764706, 5: 0.08455882352941177, 6: 0.07169117647058823, 7: 0.1636029411764706, 8: 0.1213235294117647, 9: 0.20220588235294118, 10: 0.03676470588235294}",0.064848856,0.202205882,9,"{0: 0.0896401103330595, 1: 0.08844400696191752, 2: 0.07934267073668495, 3: 0.08483542431670772, 4: 0.10120288254928346, 5: 0.09068822778190538, 6: 0.08849595824936038, 7: 0.0982060233864151, 8: 0.08666689440876674, 9: 0.1113308392166094, 10: 0.08114696205928985}",0.088495958,0.111330839,9,2,"[[3, 5], [3, 7], [9, 5]]"
682,[ 3.  2.  4.  3.  5. 10. 11.  7.  7. 10.  1.],[4. 4. 5. 5. 7. 8. 9. 9. 5. 5. 2.],"[7.0, 6.0, 9.0, 8.0, 12.0, 18.0, 20.0, 16.0, 12.0, 15.0, 3.0]",7,5,5,20,11,9,6,6,6,"{0: 0.047696426773055495, 1: 0.02624835520614319, 2: 0.05134053939697433, 3: 0.043998026247371834, 4: 0.10905463433641971, 5: 0.08326449337967086, 6: 0.0692562287380917, 7: 0.05028449225655174, 8: 0.19198454133702209, 9: 0.2440686013458338, 10: 0.125}",0.094745122,0.244068601,9,"{0: 0.09926470588235294, 1: 0.08088235294117647, 2: 0.10631127450980393, 3: 0.12561274509803924, 4: 0.07720588235294118, 5: 0.1593137254901961, 6: 0.18290441176470587, 7: 0.13602941176470587, 8: 0.08394607843137254, 9: 0.08639705882352941, 10: 0.07720588235294118}",0.067504085,0.182904412,6,"{0: 0.08806012672697365, 1: 0.08785122418546984, 2: 0.0898173603746556, 3: 0.10257927674306924, 4: 0.08793492960858641, 5: 0.09685107780915637, 6: 0.0954501552017014, 7: 0.09679176541052348, 8: 0.08648666735703332, 9: 0.08643278429347252, 10: 0.08174463228935823}",0.088060127,0.102579277,3,4,"[[4, 9, 8, 5]]"
695,[1. 1. 4. 1. 7. 4. 3. 1. 5. 6. 0.],[1. 2. 4. 2. 7. 4. 4. 4. 4. 1. 0.],"[2.0, 3.0, 8.0, 3.0, 14.0, 8.0, 7.0, 5.0, 9.0, 7.0, 0.0]",3.666666667,3,4,14,7,7,4,4,4,"{0: 0, 1: 0.0, 2: 0.034997806941524254, 3: 0.16666666666666666, 4: 0.07785249025365258, 5: 0.06277558471930203, 6: 0.09561804361965022, 7: 0.034997806941524254, 8: 0.17471032422695779, 9: 0, 10: 0}",0.058874429,0.174710324,8,"{0: 0.06985294117647059, 1: 0.07536764705882353, 2: 0.17279411764705882, 3: 0.06985294117647059, 4: 0.20588235294117646, 5: 0.15073529411764705, 6: 0.07352941176470588, 7: 0.09926470588235294, 8: 0.08639705882352941, 9: 0.08823529411764706, 10: 0.003676470588235294}",0.060866013,0.205882353,4,"{0: 0.0765140832003752, 1: 0.0815539321161314, 2: 0.1287356498809591, 3: 0.07547650623315705, 4: 0.1116952093319035, 5: 0.10117924122338595, 6: 0.08632501968922171, 7: 0.10942967089050164, 8: 0.08676153653377355, 9: 0.07462769433890747, 10: 0.06770145656168353}",0.08632502,0.12873565,2,3,"[[4, 8, 6]]"
698,[1. 0. 0. 2. 4. 3. 1. 4. 1. 5. 0.],[3. 2. 2. 1. 3. 2. 1. 1. 2. 4. 0.],"[4.0, 2.0, 2.0, 3.0, 7.0, 5.0, 2.0, 5.0, 3.0, 9.0, 0.0]",2.333333333,1,2,9,5,4,9,9,9,"{0: 0.10499342082457276, 1: 0.0, 2: 0.0, 3: 0, 4: 0.08333333333333333, 5: 0.25, 6: 0, 7: 0, 8: 0.25, 9: 0.09416337707895306, 10: 0}",0.071135466,0.25,5,"{0: 0.08823529411764706, 1: 0.03308823529411765, 2: 0.029411764705882353, 3: 0.06801470588235294, 4: 0.16544117647058823, 5: 0.07169117647058823, 6: 0.06066176470588235, 7: 0.0974264705882353, 8: 0.03676470588235294, 9: 0.10845588235294118, 10: 0.003676470588235294}",0.042381536,0.165441176,4,"{0: 0.10882199864115472, 1: 0.10422673556625112, 2: 0.08191116368238573, 3: 0.07834266433868593, 4: 0.12143965548088978, 5: 0.08552810742122476, 6: 0.07834266433868593, 7: 0.07834266433868593, 8: 0.08787598185066703, 9: 0.1070177743669323, 10: 0.06815058997443685}",0.085528107,0.121439655,4,2,"[[5, 9], [5, 4]]"
683,[0. 0. 0. 0. 0. 1. 1. 1. 3. 2. 0.],[0. 0. 1. 0. 3. 2. 0. 2. 0. 0. 0.],"[0.0, 0.0, 1.0, 0.0, 3.0, 3.0, 1.0, 3.0, 3.0, 2.0, 0.0]",0.888888889,0,0,3,3,3,4,8,4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0, 5: 0.3149802624737183, 6: 0, 7: 0.0, 8: 0, 9: 0, 10: 0}",0.028634569,0.314980262,5,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.014705882352941176, 3: 0.003676470588235294, 4: 0.011029411764705883, 5: 0.014705882352941176, 6: 0.007352941176470588, 7: 0.022058823529411766, 8: 0.014705882352941176, 9: 0.007352941176470588, 10: 0.003676470588235294}",0.005923203,0.022058824,7,"{0: 0.05357126026082601, 1: 0.05357126026082601, 2: 0.214285656347006, 3: 0.05357126026082601, 4: 0.16071493381001034, 5: 0.08928581811055411, 6: 0.05357126026082601, 7: 0.16071476990664788, 8: 0.05357126026082601, 9: 0.05357126026082601, 10: 0.05357126026082601}",0.05357126,0.214285656,2,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10]]"
696,[ 2.  6.  2.  1.  7.  5.  6.  6.  5. 13.  0.],[ 3.  5.  4.  3.  7.  4.  6.  5.  6. 10.  0.],"[5.0, 11.0, 6.0, 4.0, 14.0, 9.0, 12.0, 11.0, 11.0, 23.0, 0.0]",5.888888889,5,5,23,13,10,9,9,9,"{0: 0.0, 1: 0.23193810735597709, 2: 0.06277558471930203, 3: 0.13999122776609702, 4: 0.13931441824006152, 5: 0.3590050927831753, 6: 0.1134942922612877, 7: 0.14632938582807697, 8: 0.17696305148626532, 9: 0.10257458479813471, 10: 0}",0.13385325,0.359005093,5,"{0: 0.07169117647058823, 1: 0.08915441176470587, 2: 0.07199754901960785, 3: 0.06985294117647059, 4: 0.0960171568627451, 5: 0.06985294117647059, 6: 0.12064950980392156, 7: 0.10306372549019607, 8: 0.07058823529411765, 9: 0.17150735294117644, 10: 0.003676470588235294}",0.052113971,0.171507353,9,"{0: 0.08956566007330413, 1: 0.08750157562439836, 2: 0.09093613650345653, 3: 0.08391916029437974, 4: 0.09669681216483661, 5: 0.08638977362452527, 6: 0.09581829196980217, 7: 0.0896221483538754, 8: 0.08899462464470095, 9: 0.112889423350268, 10: 0.07766639339645282}",0.08956566,0.112889423,9,4,"[[9, 4, 8, 5]]"
